Aces_left,Aces_right,Double Faults_left,Double Faults_right,1st serve percentage_left,1st serve percentage_right,1st serve points won_left,1st serve points won_right,2nd serve points won_left,2nd serve points won_right,Break Points Saved_left,Break Points Saved_right,1st return points won_left,1st return points won_right,2nd return points won_left,2nd return points won_right,Break Points Converted_left,Break Points Converted_right,Service Points Won_left,Service Points Won_right,Return Points Won_left,Return Points Won_right,Total Points Won_left,Total Points Won_right,Service games won_left,Service games won_right,Return games won_left,Return games won_right,Total games won_left,Total games won_right,player_left,player_right,date,match_info,match_result_sets,sets_played,best_of_estimate,score_full,set_1_score,set_1_tiebreak,set_2_score,set_2_tiebreak,set_3_score,set_3_tiebreak,set_4_score,set_4_tiebreak,set_5_score,set_5_tiebreak
0,4,2,3,69%,63%,"71%
(34/48)","74%
(31/42)","41%
(9/22)","68%
(17/25)",6/8,2/2,"26%
(11/42)","29%
(14/48)","20%
(5/25)","50%
(11/22)",0/2,2/8,"61%
(43/70)","72%
(48/67)","28%
(19/67)","39%
(27/70)","45%
(62/137)","55%
(75/137)","78%
(7/9)","100%
(10/10)","0%
(0/10)","22%
(2/9)","37%
(7/19)","63%
(12/19)",de-minaur-alex,humbert-ugo,25.10.2020 15:10,antwerp-2020,0-2,2,3,0-2 | 1-6 | 6-7(4-7),1-6,,6-7,4-7,,,,,,
2,5,2,2,60%,56%,"71%
(47/66)","67%
(47/70)","43%
(19/44)","45%
(25/56)",4/8,6/11,"33%
(23/70)","29%
(19/66)","52%
(29/56)","52%
(23/44)",5/11,4/8,"60%
(66/110)","57%
(72/126)","43%
(54/126)","40%
(44/110)","51%
(120/236)","49%
(116/236)","76%
(13/17)","71%
(12/17)","29%
(5/17)","24%
(4/17)","53%
(18/34)","47%
(16/34)",de-minaur-alex,dimitrov-grigor,24.10.2020 17:10,antwerp-2020,2-1,3,3,2-1 | 7-6(7-4) | 6-7(3-7) | 6-4,7-6,7-4,6-7,3-7,6-4,,,,,
4,5,2,1,59%,59%,"66%
(42/64)","68%
(52/77)","51%
(23/45)","51%
(27/53)",7/10,11/14,"32%
(25/77)","34%
(22/64)","47%
(25/53)","44%
(20/45)",3/14,3/10,"60%
(65/109)","61%
(79/130)","39%
(51/130)","40%
(44/109)","49%
(116/239)","51%
(123/239)","81%
(13/16)","81%
(13/16)","19%
(3/16)","19%
(3/16)","50%
(16/32)","50%
(16/32)",evans-daniel,humbert-ugo,24.10.2020 13:40,antwerp-2020,1-2,3,3,1-2 | 6-4 | 6-7(7-9) | 4-6,6-4,,6-7,7-9,4-6,,,,,
0,4,0,1,56%,63%,"58%
(14/24)","81%
(22/27)","32%
(6/19)","69%
(11/16)",1/5,1/1,"19%
(5/27)","42%
(10/24)","25%
(4/16)","68%
(13/19)",0/1,4/5,"47%
(20/43)","77%
(33/43)","23%
(10/43)","53%
(23/43)","35%
(30/86)","65%
(56/86)","43%
(3/7)","100%
(8/8)","0%
(0/8)","57%
(4/7)","20%
(3/15)","80%
(12/15)",giron-marcos,de-minaur-alex,23.10.2020 17:05,antwerp-2020,0-2,2,3,0-2 | 3-6 | 0-6,3-6,,0-6,,,,,,,
4,7,3,2,59%,59%,"84%
(47/56)","75%
(51/68)","54%
(21/39)","57%
(27/47)",3/5,6/8,"25%
(17/68)","16%
(9/56)","38%
(18/47)","38%
(15/39)",2/8,2/5,"72%
(68/95)","68%
(78/115)","32%
(37/115)","28%
(27/95)","50%
(105/210)","50%
(105/210)","87%
(13/15)","88%
(14/16)","13%
(2/16)","13%
(2/15)","48%
(15/31)","52%
(16/31)",evans-daniel,khachanov-karen,23.10.2020 14:05,antwerp-2020,2-1,3,3,2-1 | 3-6 | 7-6(9-7) | 6-4,3-6,,7-6,9-7,6-4,,,,,
5,7,0,1,70%,58%,"75%
(30/40)","83%
(29/35)","35%
(6/17)","64%
(16/25)",4/6,0/1,"17%
(6/35)","25%
(10/40)","32%
(8/25)","65%
(11/17)",1/1,2/6,"63%
(36/57)","75%
(45/60)","25%
(15/60)","37%
(21/57)","44%
(51/117)","56%
(66/117)","64%
(7/11)","90%
(9/10)","10%
(1/10)","27%
(3/11)","38%
(8/21)","57%
(12/21)",harris-lloyd,humbert-ugo,23.10.2020 12:05,antwerp-2020,0-2,2,3,0-2 | 3-6 | 6-7(2-7),3-6,,6-7,2-7,,,,,,
1,3,6,3,48%,61%,"63%
(17/27)","67%
(32/48)","38%
(11/29)","52%
(16/31)",3/8,10/13,"33%
(16/48)","37%
(10/27)","39%
(12/31)","41%
(12/29)",3/13,5/8,"50%
(28/56)","61%
(48/79)","39%
(31/79)","50%
(28/56)","44%
(59/135)","56%
(76/135)","50%
(5/10)","73%
(8/11)","27%
(3/11)","50%
(5/10)","38%
(8/21)","62%
(13/21)",goffin-david,giron-marcos,22.10.2020 19:25,antwerp-2020,0-2,2,3,0-2 | 3-6 | 5-7,3-6,,5-7,,,,,,,
8,3,2,4,64%,63%,"73%
(45/62)","77%
(50/65)","54%
(19/35)","51%
(20/39)",9/11,2/3,"23%
(15/65)","27%
(17/62)","38%
(15/39)","40%
(14/35)",1/3,2/11,"66%
(64/97)","67%
(70/104)","33%
(34/104)","34%
(33/97)","49%
(98/201)","51%
(103/201)","88%
(14/16)","94%
(15/16)","6%
(1/16)","13%
(2/16)","47%
(15/32)","53%
(17/32)",bergs-zizou,khachanov-karen,22.10.2020 16:40,antwerp-2020,1-2,3,3,1-2 | 7-5 | 4-6 | 4-6,7-5,,4-6,,4-6,,,,,
9,12,1,0,59%,75%,"74%
(42/57)","82%
(46/56)","51%
(20/39)","47%
(9/19)",10/11,3/3,"18%
(10/56)","26%
(15/57)","53%
(10/19)","46%
(18/39)",0/3,1/11,"65%
(62/96)","73%
(55/75)","27%
(20/75)","35%
(34/96)","48%
(82/171)","52%
(89/171)","92%
(11/12)","100%
(12/12)","0%
(0/12)","8%
(1/12)","46%
(11/24)","54%
(13/24)",fritz-taylor,harris-lloyd,22.10.2020 12:45,antwerp-2020,0-2,2,3,0-2 | 5-7 | 6-7(3-7),5-7,,6-7,3-7,,,,,,
4,19,4,3,61%,60%,"78%
(39/50)","89%
(34/38)","50%
(16/32)","76%
(19/25)",5/6,0/0,"11%
(4/38)","22%
(11/50)","12%
(3/25)","38%
(12/32)",0/0,1/6,"67%
(55/82)","84%
(53/63)","16%
(10/63)","33%
(27/82)","45%
(65/145)","55%
(80/145)","92%
(11/12)","100%
(12/12)","0%
(0/12)","8%
(1/12)","46%
(11/24)","54%
(13/24)",norrie-cameron,raonic-milos,22.10.2020 10:40,antwerp-2020,0-2,2,3,0-2 | 5-7 | 6-7(4-7),5-7,,6-7,4-7,,,,,,
